Merkez,Ünvanı,Adı,Soyadı,Anabilim Dalı,Bilim Dalı,YÖK ID,ResearcherID (Esas),ResearcherID (ikinci),ORCID (Esas),ORCID (ikinci),Scopus AuthorID,ScopusId (ikinci),ScopusId (üçüncü),ScopusId (dördüncü),ScopusId (beşinci),Pure adı
Ankara,Uzm. Dr.,Enis,KERVANCIOĞLU,Üroloji,,,,,0000-0003-3465-9092,,57050663200,,,,,
Alanya,Uzm. Dr.,Nasır,YILMAZ,Üroloji,,,,,,,55193775600,,,,,
Adana,Prof. Dr.,Betül,GÜLALP,Acil Tıp,,4A0DA8318D0565D4,,,,,22950346300,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Murat,MURATOĞLU,Acil Tıp,,13FAD3D1286DE30C,,,,,56607192800,,,,,
Adana,Öğr. Gör. Dr.,Hasan,YEŞİLAĞAÇ,Acil Tıp,,DDB7F528C8FC1626,,,0000-0002-1365-9256,,9432754800,,,,,hasan-yesilagac
Adana,Öğr. Gör. Dr.,Özlem,KARAGÜN,Acil Tıp,,548FC51626B04E27,U-4084-2017,,0000-0003-0681-8375,,54931425300,,,,,
Ankara,Uzm. Dr. (Doç.),Mustafa,SEVER,Acil Tıp,,,,,0000-0003-3384-5141,,36115063700,,,,,
Konya,Uzm. Dr. (Doç.),Keziban,UÇAR KARABULUT,Acil Tıp,,,,,0000-0001-9188-0266,,36664590700,,,,,
Konya,Uzm. Dr.,Emine,DOĞAN,Acil Tıp,,,,,,,,,,,,
Adana,Uzm. Dr.,Veyis,TAŞIN,Acil Tıp,,,,,0000-0002-0297-0452,,56495522500,,,,,
Alanya,Uzm. Dr.,Tayfun Anıl,DEMİR,Acil Tıp,,,,,,,57205300693,,,,,
İstanbul,Uzm. Dr.,Ahmed,IŞIKLAR,Acil Tıp,,,,,,,,,,,,
Alanya,Uzm. Dr.,Mehmet Hüsamettin,AKKÜÇÜK,Acil Tıp,,,,,0000-0003-4569-1143,,39260977200,55596250500,,,,
Ankara,Uzm. Dr.,Hayrettin Meftun,KAPTAN,Acil Tıp,,,,,,,,,,,,
Alanya,Uzm. Dr.,Elif,KILIÇLI DOĞANAY,Acil Tıp,,,,,0000-0002-5040-0155,,56470773700,,,,,
Alanya,Uzm. Dr.,Mehmet Akif,KARADAŞ,Acil Tıp,,,,,,,57205303155,,,,,
Ankara,Uzm. Dr.,İrfan,KALA,Acil Tıp,,,,,0000-0001-6397-2112,,57200304393,,,,,
İzmir,Uzm. Dr.,Belkan,UZUN,Acil Tıp,,,,,,,57196657128,16032343200,56350566100,,,
Adana,Uzm. Dr.,Erkan,DOĞAN,Acil Tıp,,,,,,,,,,,,
Adana,Uzm. Dr.,Özgün,KÖSENLİ,Acil Tıp,,,,,0000-0001-6687-3320,,41861830900,,,,,
Ankara,Uzm. Dr.,Ebru,BIYIKLI,Acil Tıp,,,,,,,57201380859,,,,,
Alanya,Uzm. Dr.,Meltem,SEVİNER,Acil Tıp,,,,,,,56518326000,,,,,
Ankara,Arş. Gör. Dr.,Melih,AKSOY,Acil Tıp,,69E771649F81DEBB,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ceyhun,TEMEL,Acil Tıp,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Saltuk Buğra,KARACA,Acil Tıp,,40B0271C3F6D91F0,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Büşra,BULUT,Acil Tıp,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Mehmet Ali,URUÇAY,Acil Tıp,,B496632833843C77,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Hatice İlsu,YILDIRIM,Acil Tıp,,B4C9BE53BBF3D5E2,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Amin,CHEREHSAZ,Acil Tıp,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,İdd Selemani,ATHUMANI,Acil Tıp,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Saadet Nur,ÇETİNKAYA,Acil Tıp,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Yunus Emre,FELEK,Acil Tıp,,EDF72FD96ABE9564,,,,,,,,,,
Ankara,Prof. Dr.,Erhan,BÜKEN,Adli Tıp,,97A4A3AE910C1049,,,0000-0002-4779-0623,,6602245512,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Zehtiye Füsun,YAŞAR,Adli Tıp,,EE4CD4FF16B3E807,,,0000-0002-4583-7678,,56692761300,,,,,
Ankara,Arş. Gör. Dr.,Furkan,ŞAN,Adli Tıp,,5D002055747A797E,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Damla,ŞEKERCİ,Adli Tıp,,,,,,,,,,,,
Ankara,Prof. Dr.,Altuğ,KUT,Aile hekimliği,,59307F9CA9B0AF2B,,,0000-0003-0776-8349,,6603050379,,,,,altug-kut
Ankara,Prof. Dr.,Mehmet Ergun,ÖKSÜZ,Aile hekimliği,,55CBC0F095C32297,K-8238-2012,,0000-0002-5723-5965,,8950780800,,,,,mehmet-ergun-oksuz
Adana,Prof. Dr.,Akatlı Kürşad,ÖZŞAHİN,Aile hekimliği,,B7A36E8678234C34,,,0000-0001-8844-3946,,6603492679,15036591500,,,,akatlı-kursad-ozsahin
İstanbul,Doç. Dr.,Özlem,CİĞERLİ,Aile hekimliği,,F99F5CFFFFA116D1,,,0000-0002-7995-1380,,14520908400,,,,,ozlem-cigerli
Adana,Doç. Dr.,Süheyl,ASMA,Aile hekimliği,,4A5915FCA6869DA8,,,0000-0001-5335-7976,,16041468800,,,,,suheyl-asma
Adana,Dr. Öğr. Üyesi Dr.,Aslı,KORUR,Aile hekimliği,,D00FABDC19AE1833,,,0000-0002-5086-5593,,56590008900,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Cihan,FİDAN,Aile hekimliği,,C06F2B8692397843,F-5830-2019,,0000-0002-9093-1524,,55058040700,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Fisun,SÖZEN,Aile hekimliği,,46C7788B7A4E50B4,,,0000-0002-1951-2693,,36129068500,,,,,
Konya,Öğr. Gör. Dr.,Fatma Eda,SÖZMEN,Aile hekimliği,,1E4AFD6C3B51D935,,,,,,,,,,
Adana,Öğr. Gör. Dr.,İnci,TURAN,Aile hekimliği,,,,,,,9239699500,,,,,
Ankara,Öğr. Gör. Dr.,Muzaffer Gökhan,EMİNSOY,Aile hekimliği,,F4174FA14BAFCCE7,,,0000-0002-6070-7329,,6504143810,,,,,
Adana,Öğr. Gör. Dr.,Ahmet Gürhan,POÇAN,Aile hekimliği,,68BFCE24FD5821D4,,,,,55977595300,,,,,
Alanya,Uzm. Dr.,Gökhan,ÖZÇELİK,Aile hekimliği,,,,,,,,,,,,
Alanya,Uzm. Dr.,Murat,AYTUĞ,Aile hekimliği,,,,,,,,,,,,
Ankara,Uzm. Dr.,Elvan,BİLİCİ AKSÖZ,Aile hekimliği,,,,,,,,,,,,
İzmir,Uzm. Dr.,Sevda,OSMANOĞLU,Aile hekimliği,,,,,,,56365281100,,,,,
İzmir,Uzm. Dr.,Ahmet,DOLAR,Aile hekimliği,,B09C7585281364BC,,,,,,,,,,
Alanya,Uzm. Dr.,Aydın,TOKTAMIŞ,Aile hekimliği,,,,,,,6507124532,,,,,
Adana,Uzm. Dr.,Mustafa Okan,İÇER,Aile hekimliği,,,,,,,57205040456,,,,,
Adana,Uzm. Dr.,Aydan,AKSÖYEK,Aile hekimliği,,,,,,,,,,,,
Alanya,Uzm. Dr.,Hakan,AKDEMİR,Aile hekimliği,,,,,,,,,,,,
Ankara,Uzm. Dr.,Funda,SALGÜR,Aile hekimliği,,,,,,,35786342100,,,,,
Adana,Uzm. Dr.,Leyla Rabia,UZ,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Fatma,BACIK,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Büşra,BASMACI,Aile hekimliği,,09CE9204FE504C13,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Merve,ALYAMAÇ YAŞAR,Aile hekimliği,,F424E5A9E9F89570,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Hasibe Ece,GÜLER,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Samra,KAMİLOVA,Aile hekimliği,,0873693210CD50ED,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Emre Ruhi,GÖÇMEN,Aile hekimliği,,475371E22AC4226C,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ahmet Serkan,ŞAHİNKAYA,Aile hekimliği,,0769F88894A15DD9,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Meliha Kübra,ŞİMŞEK,Aile hekimliği,,1B2D298EB2D35033,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Şeyma Berfu,BİRLİK,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Mustafa,KARABEKİR,Aile hekimliği,,1DC01FD439C1F954,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Mesut,AKSAY,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Gultekin,HUSEYNLI,Aile hekimliği,,F989D68070D1911A,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Rabia Esra,YALÇIN,Aile hekimliği,,5E469C4BA07F6900,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Asan Najat Ali,ALI,Aile hekimliği,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Melike,ALSANCAK,Aile hekimliği,,BA5FD921FBD36063,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Gizem,KOÇOĞLU BİLGİÇ,Aile hekimliği,,4293F3029B7DACB8,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Hatice Cemre,KESKİNER,Aile hekimliği,,973DFC143881998B,,,,,,,,,,
Ankara,Arş. Gör. Dr.,İrem,ERDEM,Aile hekimliği,,F70FCFEBCD67F784,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Müberra,TURAN,Aile hekimliği,,56B47BC9A83B1B54,,,,,,,,,,
Ankara,Prof. Dr.,İsmail Zafer,ECEVİT,Çocuk Sağlığı ve Hastalıkları,,992632AEA624AEB4,,,0000-0001-6216-8480,,6701862170,56738692500,57205033350,,,
Ankara,Prof. Dr.,Halil İbrahim,AYDIN,Çocuk Sağlığı ve Hastalıkları,,52D1DFADCCC69B4F,,,0000-0001-7994-4394,,35516414100,,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Yasemin,ÖZKALE,Çocuk Sağlığı ve Hastalıkları,,CD372B11DBCC4A18,,,0000-0003-3009-336X,,55256208700,,,,,yasemin-ozkale
Ankara,Dr. Öğr. Üyesi Dr.,Beril,AYDIN,Çocuk Sağlığı ve Hastalıkları,,32B266EE1A7C0E0A,,,,,54403606600,57205128322,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Ayşe,GÜLTEKİNGİL,Çocuk Sağlığı ve Hastalıkları,,A65B0527AA9066C7,,,,,35085122100,56263120400,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Özge,YÜCE,Çocuk Sağlığı ve Hastalıkları,,FB79EA7AB60CF888,,,0000-0002-2653-4065,,55938288600,,,,,
İstanbul,Öğr. Gör. Dr.,Esra,KEZER,Çocuk Sağlığı ve Hastalıkları,,50BFA76BC1D3E2A8,,,,,8579338600,12797930700,,,,
İzmir,Öğr. Gör. Dr.,Bahar,KULU,Çocuk Sağlığı ve Hastalıkları,,D3E313A80E96DAF9,,,0000-0003-2147-9316,,57202021084,,,,,
İstanbul,Öğr. Gör. Dr.,Bengü,ALTINORDU,Çocuk Sağlığı ve Hastalıkları,,8AF76C986EE798F4,,,,,,,,,,
Adana,Öğr. Gör. Dr.,Tuba,CEMİL KARSANTIÖZÜ,Çocuk Sağlığı ve Hastalıkları,,535D32CCB9DCDC4C,,,,,12795699700,,,,,
Adana,Uzm. Dr.,Nihal,AKTAŞ,Çocuk Sağlığı ve Hastalıkları,,,,,0000-0001-9109-4505,,,,,,,
Ankara,Uzm. Dr.,Esra,ÖZKIRLI,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Adana,Uzm. Dr.,Gökçe,YEGÜL GÜLNAR,Çocuk Sağlığı ve Hastalıkları,,,,,,,57211695678,,,,,
İstanbul,Uzm. Dr.,Elif,GÖNEN,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Alanya,Uzm. Dr.,Burhan,TOPAL,Çocuk Sağlığı ve Hastalıkları,,,,,,,55965948700,6603746560,,,,
Konya,Uzm. Dr.,Mehmet,TEKİN,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Konya,Uzm. Dr.,Ayşegül,OLALI KÜÇÜKARAP,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Uzm. Dr.,Betül,ORHAN KILIÇ,Çocuk Sağlığı ve Hastalıkları,,,,,,,55443469100,57205121300,,,,
Ankara,Uzm. Dr.,Serhat,KILIÇ,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Uzm. Dr.,Tijen,BAŞIBÜYÜK,Çocuk Sağlığı ve Hastalıkları,,,,,,,40160926200,,,,,
Adana,Uzm. Dr.,Müge,NARTTÜRK,Çocuk Sağlığı ve Hastalıkları,,,,,0000-0001-6540-9809,,,,,,,
Adana,Uzm. Dr.,Talip,SAYAR,Çocuk Sağlığı ve Hastalıkları,,,,,,,57201446215,,,,,
Adana,Uzm. Dr.,Özgür,CEYLAN,Çocuk Sağlığı ve Hastalıkları,,,,,0000-0001-6910-7250,,55780928600,,,,,
Alanya,Uzm. Dr.,Nesrin,ÜLKÜ,Çocuk Sağlığı ve Hastalıkları,,,,,,,55966429700,,,,,
Alanya,Uzm. Dr.,Halit,KAPLAN,Çocuk Sağlığı ve Hastalıkları,,,,,,,55965260600,,,,,
Adana,Uzm. Dr.,Hakan,ÖZKAN,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Konya,Uzm. Dr.,Gülay,TAŞBAŞ,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Uzm. Dr.,Ayşe Aslihan,GÜCÜŞ,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Uzm. Dr.,Özlem,AKBULUT,Çocuk Sağlığı ve Hastalıkları,,,,,,,57211441703,,,,,
Ankara,Arş. Gör. Dr.,Mustafa Aykut,AKYILDIZ,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Gülay,ÇANDIR,Çocuk Sağlığı ve Hastalıkları,,7DA6FBF28337ED9C,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Gultakin,MUSAYEVA,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Elif,ARSLAN,Çocuk Sağlığı ve Hastalıkları,,3694D06FFD84C826,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Berivan,BİNGÖL,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Khaled,WARASNHE,Çocuk Sağlığı ve Hastalıkları,,644340520495555E,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Khadija,AHMADOVA,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Oğuz,BAKIRCI,Çocuk Sağlığı ve Hastalıkları,,770309F1050FCBA7,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Duygu,ADIBELLİ,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Utku,DÖNGER,Çocuk Sağlığı ve Hastalıkları,,9EE1F7C93261F397,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Firuza,Nabili,Çocuk Sağlığı ve Hastalıkları,,9E24EFD79E5FB75B,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Farida,AKBAROVA,Çocuk Sağlığı ve Hastalıkları,,9113D03D310A00AD,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Lala,MAMMADOVA,Çocuk Sağlığı ve Hastalıkları,,9983F263E05A2118,,,,,,,,,,
Ankara,Arş. Gör. Dr.,M. Meraj Alam,SİDDİQUİ,Çocuk Sağlığı ve Hastalıkları,,6DD4A6F76F67C362,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Chingiz,ALASGARLI,Çocuk Sağlığı ve Hastalıkları,,6A05BF4D5DA4F0E8,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Emil,AKBAROV,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ezgi,ÖKTENER ANUK,Çocuk Sağlığı ve Hastalıkları,,0F9CEFB4A8FB7B03,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Nuriye,YARAR,Çocuk Sağlığı ve Hastalıkları,,0B3D1BC9BE2F3522,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Meriç,ERGENE,Çocuk Sağlığı ve Hastalıkları,,3F4FC9CD5E46EEE6,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Ruken,TEKDEMİR,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,İlkin,HAJIYEV,Çocuk Sağlığı ve Hastalıkları,,B4D895F30D2EA3A9,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Hazel Delal,DARA KAR,Çocuk Sağlığı ve Hastalıkları,,95F992319EBC0796,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Alara,AKDENİZ,Çocuk Sağlığı ve Hastalıkları,,26CA97CF07B631AC,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Yelena,MURADOVA,Çocuk Sağlığı ve Hastalıkları,,,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Elif,ŞAHİN EROĞLU,Çocuk Sağlığı ve Hastalıkları,,46DBBEF058CAF64B,,,,,,,,,,
Ankara,Arş. Gör. Dr.,Karim,FATALOV,Çocuk Sağlığı ve Hastalıkları,,0EF1AA9839187354,,,,,,,,,,
Ankara,Prof. Dr.,Özlem,YILMAZ ÖZBEK,Çocuk Sağlığı ve Hastalıkları,Çocuk Allerjisi,F91685C6CAF092D8,,,,,35572299900,56690555400,57204811161,,,
Konya,Doç. Dr.,Bahar,GÖKTÜRK,Çocuk Sağlığı ve Hastalıkları,Çocuk Allerjisi,EB0456252536649D,,,0000-0001-8861-2615,,8595553000,,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Burcu Tahire,KÖKSAL,Çocuk Sağlığı ve Hastalıkları,Çocuk Allerjisi,23642780BF7A5965,,,,,56417931700,54395411100,,,,
İzmir,Dr. Öğr. Üyesi Dr.,Özlem,SANCAKLI,Çocuk Sağlığı ve Hastalıkları,Çocuk Allerjisi,849486134643C540,,,0000-0003-2489-4021,,57193766241,,,,,
Adana,Doç. Dr.,Özlem,ARIDAŞIR SANGÜN,Çocuk Sağlığı ve Hastalıkları,Çocuk Endokrinolojisi,7975EE1103CD8B6A,,,0000-0002-9079-4574,,8436799100,57213769923,,,,
Adana,Uzm. Dr.,Özlem,KORKMAZ,Çocuk Sağlığı ve Hastalıkları,Çocuk Endokrinolojisi,,,,,,56461051000,,,,,
Ankara,Prof. Dr.,Figen,ÖZÇAY,Çocuk Sağlığı ve Hastalıkları,Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme,DDEC295B676CDE76,,,0000-0002-5214-516X,,6603624228,,,,,figen-ozcay
Adana,Doç. Dr.,Mehmet Oğuz,CANAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme,1279022893762D89,,,,,14018885200,57202418037,,,,
Ankara,Doç. Dr.,Oya,BALCI SEZER,Çocuk Sağlığı ve Hastalıkları,Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme,D687F1785DD2E3C2,,,0000-0002-8402-8208,,55734453000,27367574000,57197611345,,,
Ankara,Prof. Dr.,Faik,SARIALİOĞLU,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,634B1F6D0D88D9B0,,,0000-0001-5705-5078,,6603843173,57200239874,,,,faik-sarıalıoglu
Adana,Prof. Dr.,Nalan,YAZICI,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,D9B704B67ED791E2,,,0000-0003-4465-8229,,9043973100,,,,,nalan-yazıcı
Ankara,Prof. Dr.,Lale,OLCAY,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,76D30347E22DE48C,,,0000-0002-5684-0581,,6701855080,,,,,
Ankara,Doç. Dr.,Fatma Burcu,BELEN,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,F6422268FAD4EC10,,,0000-0002-9278-6703,,19639800500,25644006400,57212741118,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Ayşe,ERBAY,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,F96C262C7C07E616,,,0000-0001-8882-4124,,56583922300,,,,,
Adana,Uzm. Dr.,Elif Habibe,AKTEKİN,Çocuk Sağlığı ve Hastalıkları,Çocuk Hematoloji - Onkoloji,,,,0000-0002-7650-7698,,55877489000,,,,,
İstanbul,Prof. Dr.,Canan,AYABAKAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,E1AA4F16694A1486,,,0000-0001-7022-5932,,55953925300,6701602653,,,,
Ankara,Prof. Dr.,Niyazi Kürşad,TOKEL,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,5BED2D4040467560,,,0000-0002-6759-1795,,8047827700,8915199700,57212108060,36891114000,,
Ankara,Prof. Dr.,Birgül,VARAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,3DFEF5B841B83E66,,,0000-0002-6719-8563,,6701439595,,,,,birgul-varan
Ankara,Prof. Dr.,İlkay,ERDOĞAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,FCE1B2986EDF9BFC,,,0000-0001-6887-3033,,6602190893,,,,,
Adana,Dr. Öğr. Üyesi Dr.,Alev,ARSLAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,EBEB69BFD7F689AE,,,0000-0003-4444-0027,,56978813500,,,,,
Konya,Öğr. Gör. Dr.,Nimet,CINDIK,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,31666BA31B34F325,,,0000-0001-8544-0125,,12040193500,,,,,
Konya,Öğr. Gör. Dr.,Mahmut,GÖKDEMİR,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,F5B27227FDC0D5CD,N-4174-2014,,0000-0002-5676-2747,,55407925800,,,,,mahmut-gokdemir
Ankara,Arş. Gör. (Uzm.) Dr.,Utku,PAMUK,Çocuk Sağlığı ve Hastalıkları,Çocuk Kardiyoloji,DF776CCAE018F75E,,,0000-0001-7046-8571,,36543127400,57210461065,,,,
İzmir,Prof. Dr.,Onur,SAKALLIOĞLU,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,C671A68170F985A7,,,0000-0002-5714-2064,,6505884506,,,,,
Adana,Prof. Dr.,Z. Aytül,NOYAN,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,E6ACE7C28937DC6F,,,0000-0003-3500-9577,,7004225413,,,,,zekiye-aytul-noyan
Ankara,Prof. Dr.,Sıdıka Esra,BASKIN,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,3D9906E906C56047,B-5785-2018,,0000-0003-4361-8508,,7006963644,,,,,sıdıka-esra-baskın
Ankara,Doç. Dr.,Aysun,ÇALTIK YILMAZ,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,,,,0000-0003-0774-4419,,10642261600,55932473800,56177478800,56678914000,,
Ankara,Doç. Dr.,Kaan Savaş,GÜLLEROĞLU,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,2CE50954093CF554,,,0000-0003-1434-3824,,11939700000,,,,,kaan-savas-gulleroglu
İstanbul,Uzm. Dr.,Atilla,GEMİCİ,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,,,,0000-0002-9563-6647,,56414801700,,,,,
Adana,Uzm. Dr.,Gönül,PARMAKSIZ,Çocuk Sağlığı ve Hastalıkları,Çocuk Nefroloji,,,,0000-0003-2373-1837,,6507644131,,,,,
Adana,Prof. Dr.,İlknur,EROL,Çocuk Sağlığı ve Hastalıkları,Çocuk Nöroloji,A4130045881E4598,,,,,12807279200,,,,,ilknur-erol
Ankara,Doç. Dr.,Taner,SEZER,Çocuk Sağlığı ve Hastalıkları,Çocuk Nöroloji,31B2715999A89B11,,,,,14422909000,,,,,taner-sezer
Adana,Doç. Dr.,Semra,SAYGI,Çocuk Sağlığı ve Hastalıkları,Çocuk Nöroloji,2BC3446674E3F9DE,,,,,13104954600,,,,,semra-saygı
Adana,Uzm. Dr.,Şeyda,BEŞEN,Çocuk Sağlığı ve Hastalıkları,Çocuk Nöroloji,,,,0000-0002-6276-8133,,56652153100,,,,,
İstanbul,Prof. Dr.,Ali Haydar,TURHAN,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,20F6DC7BCE4883EE,,,0000-0003-4018-1179,,8374826200,,,,,
Ankara,Prof. Dr.,Ayşe Nur,ECEVİT,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,364EA201E502F2BB,,,0000-0002-2232-8117,,39862803300,,,,,ayse-nur-ecevit
Adana,Prof. Dr.,Hande,GÜLCAN,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,2DE761A3D47B6281,,,0000-0001-5451-4240,,55949619900,6602908777,,,,
Ankara,Doç. Dr.,Deniz,ANUK İNCE,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,AECBD03E70F98736,,,0000-0002-4369-2110,,35279840100,55532846200,15043820000,84949479324,,deniz-anuk-ince
Konya,Doç. Dr.,Zeynel,GÖKMEN,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,3E47E4E019A2A8E4,,,0000-0002-2746-0547,,8312716200,,,,,
Ankara,Dr. Öğr. Üyesi Dr.(Doç.),Özden,TURAN,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,B9CE8F19FC77305B,,,0000-0002-0611-117X,,7003600348,57197275075,,,,
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Birgin,TÖRER,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,5A72F520EC3E07E5,,,0000-0002-5505-8707,,22952394000,,,,,
Adana,Öğr. Gör. Dr.(Doç.),Bilin,ÇETİNKAYA ÇAKMAK,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,D774C429263AED4D,,,0000-0003-0866-7339,,7006471256,39860951800,57197491764,57213587921,,
Ankara,Uzm. Dr.,Meltem,AKSU,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,,,,,,57189693647,,,,,
Konya,Uzm. Dr.,Musa,SİLAHLI,Çocuk Sağlığı ve Hastalıkları,Yenidoğan,,,,0000-0003-0944-7178,,16417924200,,,,,
Ankara,Doç. Dr.,Burcu,AKIN SARI,Çocuk ve Ergen Ruh Sağlığı Hastalıkları,,AC7596F6525C97F8,A-7296-2013,,0000-0002-9730-7206,,23134646000,,,,,burcu-akın-sarı
Adana,Dr. Öğr. Üyesi Dr.(Doç.),Meryem Özlem,KÜTÜK,Çocuk ve Ergen Ruh Sağlığı Hastalıkları,,BB2622C82EAB05FF,,,0000-0002-2918-7871,,36246352500,23995499200,,,,
Ankara,Dr. Öğr. Üyesi Dr.,Hande,AYRALER TANER,Çocuk ve Ergen Ruh Sağlığı Hastalıkları,,0F1ABEA6AD8DC593,,,0000-0003-2106-7928,,56520245900,56516882800,,,,
